Name,Job Role,Skills,Education
34740556.pdf,HR,"Reports, Recruit, Regulations, Excel, Compliance, Policies, Writing, Startup, Recruiting, Retention, Access, Administration, Coaching, Call center, Word, Transportation, Staffing, Human resources, Safety, Training, Legal, Queries, Supervisor, Peoplesoft, Employee relations, Powerpoint, Recruitment, Security",Bachelor of Science (BS)
39081840.pdf,HR,"Process, Health, Plan, Content, Excel, Compliance, Policies, Website, Communication, Requests, Reporting, Cms, Technical issues, Testing, Hris, Access, Microsoft powerpoint, Administration, Technical, English, Presentation, Vendors, Staffing, On-boarding, Payroll, Training, Legal, Supervisor, System, Powerpoint",Bachelor of Science : Management
49937469.pdf,HR,"Reports, Process, Transactions, Regulations, Employee relations, Excel, Expenses, Compliance, Policies, Communication, Requests, Operations, Startup, Sales, Recruiting, Metrics, Inventory, Retail, Administration, Coaching, Contracts, Schedules, Staffing, Payroll, Budget, Research, Training, Design, Customer service",BACHELOR OF ARTS
12045067.pdf,INFORMATION-TECHNOLOGY,"Construction, Engineering, Documentation, Process, Plan, Information technology, Updates, Visual, Sci, Compliance, Routing, Schedule, Requests, Procurement, Operations, Specifications, Testing, Test plans, Technical, Scheduling, Installation, Acquisition, Customer requirements, Lan, Supervisor, System, Design, Security",Bachelor of Science (BS) : Information Technology
13405733.pdf,INFORMATION-TECHNOLOGY,"Proposal, Crm, Engineering, Marketing, Process, Plan, Information technology, Salesforce, Excel, Governance, Sql, Compliance, Communication, Controls, Schedule, Budgeting, Operations, Sales, Agile, Specifications, Lifecycle, Oracle, Python, Testing, Consulting, Engagement, Access, International, Technical, Administration, Scheduling, Architecture, Data collection, Network design, Application support, Staffing, Schedules, Time management, Social media, Budget, Analysis, Itil, Perl, Research, Training, Ai, Design, System, Migration, Project management, Sdlc","Director of Information Technology , 11/2012 to Current, Master of Science : Information Technology Management, Bachelor of Science : Business Administration and Management"
15297298.pdf,INFORMATION-TECHNOLOGY,"Asset management, Reports, Marketing, Health, Inventory management, Plan, Cisco, Hospital, Excel, Compliance, Policies, Website, Communication, Expenses, Budgeting, Procurement, Operations, Healthcare, Advertising, Inventory, Banking, Regulatory compliance, Accounting, Technical, Administration, Windows, Workflow, Scheduling, Regulatory, Installation, Budget management, Improvement, Change management, Certification, Outreach, Budget, Itil, Public relations, Training, Travel, System, Purchasing, Employee relations, Marketing plans, Security","Bachelor of Science , Telecommunications Management DeVry University ï¼​ City , State, Master of Business Administration, MBA)"
18067556.pdf,INFORMATION-TECHNOLOGY,"Reports, Marketing, Standardization, Tableau, Information technology, Kpis, Android, Pmp, Programming, Strategic plans, Controls, Data quality, Supply chain, Data analysis, Inventory, Linux, Finance, Datasets, Presentation, Css, Business continuity, Etl, Mining, Mobile, Analysis, Business intelligence, Strategy, Quality standards, Security, Real-time, Supply chain management, Cisco, Rfp, Cloud, Excel, Compliance, R, Reporting, Analyze, Oracle, Sharepoint, Metrics, Visio, Ios, Help desk, Warehouse, Telecom, Windows, Vendors, Schedules, Certification, Process improvement, Risk management, Budget, Training, System, Logistics, Gap analysis, P, Plan, Sql, Policies, Budgeting, Operations, Sales, Microsoft office suite, Python, Retail, Access, Accounting, Administration, Database, Acquisition, Kpi, Aws, Resource management, Erp, Forecasting, Crm, Documentation, Process, Analytics, Governance, Expenses, Statistical analysis, Procurement, Lean, Ui, Workflows, Tax, Html, Sops, Workflow, Contracts, Improvement, Hardware, Vmware, Strategic direction, Automation, Servers, Data entry, Billing, Modeling, Active directory, Project management",Bachelor of Science : Management of Information Systems
18176523.pdf,INFORMATION-TECHNOLOGY,"Plan, Cisco, Presentations, Cloud, Sql, Expenses, Policies, Distribution, Operations, Reporting, Business systems, Healthcare, Technical, Administration, Troubleshooting, Hardware, Vmware, Internal customers, Servers, Training, Strategy, System, Design, Repairs, Security","Bachelor of Science , Industrial Technology East Carolina University ï¼​ City , State , USA, BusinessCoursework in Business Administration"
18187364.pdf,INFORMATION-TECHNOLOGY,"Reports, Engineering, Process, Standardization, Plan, Regulations, Due diligence, C, Sql, Information security, Policies, Controls, Procurement, Startup, Operating systems, Analyze, Ibm, Statistics, Oracle, Testing, Consulting, Pattern, Engagement, Linux, Risk assessment, Access, International, Auditing, Administration, Technical, Windows, Troubleshooting, Contracts, Database, Vendors, Installation, Improvement, Benchmark, Money, Account management, Analysis, Servers, Pl/sql, Shell, Training, Unix, Queries, Modeling, System, Design, Peoplesoft, Audit, Scripting, Security","Bachelor of Arts, Master of Science : Management College of Saint Rose ï¼​ City , State Management"
20001721.pdf,INFORMATION-TECHNOLOGY,"Reports, Process, Spreadsheets, Plan, Dns, Visual, Programming, Excel, Sql, Compliance, Reporting, Correspondence, Retention, Filing, Linux, Access, Analytical, Technical, Administration, Windows, English, Database, Word, Hardware, Vmware, Interactive, Strong analytical skills, Servers, Dhcp, Training, Unix, Design, Sql server","Bachelor of Arts : English City , State , United States"
21283365.pdf,INFORMATION-TECHNOLOGY,"Proposal, Reports, Process, Cisco, Rfp, Information technology, Economics, Cloud, Partnerships, Policies, Controls, Communication, Distribution, Operations, Desktop support, Retail, Accounting, Technical, Architecture, Windows, Network design, Saas, Vendors, Budget management, Responses, Budget, Erp, Training, Design, System, Project management, Security","Bachelors of Science Degree , Information Technology University of Phoenix Information Technology GPA"
22450718.pdf,INFORMATION-TECHNOLOGY,"Real-time, Reports, Engineering, Health, Process, Documentation, Investigations, Fabrication, Content, Excel, Sci, Policies, Communication, Operations, Recruiting, Business systems, Analyze, Oracle, Testing, Metrics, Linux, Access, Analytical, Administration, Technical, Architecture, Windows, Troubleshooting, Database, Word, Installation, Hardware, Certification, Customer requirements, Video, Human resource, Start-up, Analysis, Servers, Research, Training, Unix, System, Design, Architectures, Powerpoint, Debugging, Security",Bachelors of Science
25959103.pdf,INFORMATION-TECHNOLOGY,"Documentation, Updates, Sql, Expenses, Policies, Operations, Specifications, Technical issues, Testing, Partnership, Desktop support, Access, Technical, Workflow, Troubleshooting, Database, Vendors, Installation, Hardware, Analysis, Servers, Research, Training, Swift, Lan, System, Security","Bachelor of Science : Computer Information Systems City , State Computer Information Systems
MCAFEE CYBER INSTITUTE Certified Cyber Intelligence Professional (CCIP). 2016
Professional Affiliations, Master of Arts"
26768723.pdf,INFORMATION-TECHNOLOGY,"Asset management, Documentation, Programming, Requests, Operating systems, Sharepoint, Workflows, Linux, Microsoft office, Technical, Windows, Scheduling, Troubleshooting, Css, Installation, Os, Hardware, Vmware, Ubuntu, Networking, Mobile, Research, Training","Bachelor of Science Information Science & Technology University of Wisconsin City , State"
30223363.pdf,INFORMATION-TECHNOLOGY,"Sap, Reports, Crm, Marketing, Process, Documentation, Standardization, Engineering, Information technology, Analytics, Java, Information management, Php, Technical skills, C, Ms project, Sql, Communication, Schedule, Requests, Writing, Data quality, Reporting, Specifications, Lifecycle, Oracle, Sharepoint, Program management, Metrics, Visio, Marketing programs, Linux, Access, Html, Warehouse, Technical, International, Windows, Architecture, Troubleshooting, Database, Vendors, Xml, Email, Hardware, C++, Analysis, Perl, Research, Segmentation, Training, Business intelligence, Design, System, Sql server, Project management, Mysql",B.E in Computer Engineering
36434348.pdf,INFORMATION-TECHNOLOGY,"Sap, Reports, Marketing, Visual, Marketing materials, Governance, Sql, Policies, Communication, Writing, Migration, Operations, Reporting, Specifications, Business systems, Sharepoint, Oracle, Testing, Access, Html, Analytical, Administration, Technical, Windows, Workflow, Troubleshooting, Adobe, Database, Hardware, C++, Servers, Pl/sql, Training, Billing, Queries, Strategy, Design, System, Photoshop, Purchasing, Sdlc, Security","Master of Science : Management Information Systems ,, Bachelor of Science : Information and Decision Sciences"
83816738.pdf,INFORMATION-TECHNOLOGY,"Nosql, Reports, Documentation, Engineering, Selenium, Java, Prototype, Apis, Presentations, Php, Cloud, Android, Prototyping, Programming, C, Sql, Rest, Communication, Website, Writing, Requests, Distribution, Sales, Agile, Specifications, Cms, Test cases, Electronics, Testing, Oracle, Javascript, Robot, Ios, Computer science, Jira, Linux, Access, Html, Analytical, Technical, Js, Html5, Coding, Windows, Architecture, Presentation, Css, Database, Jsp, Json, Improvement, Xml, Hardware, Safety, Postgresql, Aws, Interactive, Mobile, Automation, Analysis, Servers, Research, Scrum, Algorithms, Training, Design, System, Project management, Sql server, Architectures, Github, Mysql, Security","Bachelor of Engineering : Electronics and Communication Engineering, Master of Science"
12545844.pdf,PUBLIC-RELATIONS,"Requests, Video, Finance, Distribution, Wordpress, Analysis, Editorial, Research, Journalism, Marketing, Event planning, Public relations, Adobe, Market research, Brand, Communication","Bachelor of Arts , Communication and Journalism"
13727873.pdf,PUBLIC-RELATIONS,"Reports, Marketing, Process, Try, Plan, Event planning, Analytics, Presentations, Drafting, Excel, French, Communication, Psychology, Budgeting, Therapeutic, Operations, Recruiting, Consulting, Metrics, Access, Microsoft office, Finance, Contracts, Database, Vendors, Word, Brand, Email, Human resources, Acquisition, Talent acquisition, Immigration, Outreach, Budget, Analysis, Research, Training, Segmentation, Legal, Strategy, Project management, Powerpoint",Bachelor of Arts and Sciences : Psychology Sociology and French Studies UNIVERSITY OF PORTLAND ï¼​ City
14009087.pdf,PUBLIC-RELATIONS,"Marketing, Aviation, Content, Programming, Communication, Writing, Operations, Sales, Journalism, Media relations, Advertising, Hospitality, Html, International, Branding, Coaching, Budget, Analysis, Research, Public relations, Training, Market research, Travel, Hotel, Pr, Spanish",Bachelor of Science : Organizational Management Organizational Management
16103783.pdf,PUBLIC-RELATIONS,"Reports, Marketing, Documentation, Ordering, Process, Event planning, Assembly, Presentations, Excel, Daily operations, Compliance, Communication, Schedule, Purchase orders, Operations, Correspondence, Testing, Access, Warehouse, Microsoft office, Administration, Presentation, Database, Word, Invoices, Vendors, Brand, Transportation, Safety, Payroll, Analysis, Hotels, Research, Design, Customer service, Powerpoint","Bachelor of Science : Technology Management EASTERN MICHIGAN UNIVERSITY City , State Technology Management"
20966771.pdf,PUBLIC-RELATIONS,"Proposal, Microsoft excel, Reports, Administrative support, Marketing, Documentation, Spreadsheets, Event planning, Presentations, Content, Updates, Excel, French, Marketing materials, Website, Communication, Schedule, Writing, Distribution, Indesign, Journalism, Media relations, Correspondence, Advertising, Inventory, Filing, Scheduling, Presentation, Adobe, Database, Word, Microsoft word, Brand, Illustrator, Email, Time management, Networking, Analysis, Editorial, Research, Public relations, Training, Market research, Graphic design, Design, Photoshop, Customer service, Pr, Powerpoint, Spanish","Bachelors of Arts Bachelor of Arts : Spanish, Philosophy, Media studies"
23048999.pdf,PUBLIC-RELATIONS,"Reports, Recruit, Fundraising, Marketing, Process, Plan, Event planning, Analytics, Presentations, Updates, Strategic plans, Policies, Website, Communication, Operations, Facebook, Technical, Public relations, Training, System, Design, Marketing plans, Recruitment","Bachelor of Arts 2002 Missouri Western State University City , State GPA: GPA: 2.69, Master of Arts 2004 Missouri State University City , State GPA: GPA: 3.19"
28531493.pdf,PUBLIC-RELATIONS,"Real estate, Reports, Marketing, Process, Health, Plan, Fundraising, Event planning, Counsel, Cloud, Visual, Content, Jose, Strategic plans, Communication, Website, Sales, Microsoft office suite, Advertising, Retention, Negotiation, Engagement, Seo, Strategic initiatives, Hospitality, Branding, Positioning, International, Ecommerce, Finance, Product marketing, Contracts, Vendors, Brand, Budget management, Benchmark, Law enforcement, Social media, Outreach, Budget, Networking, Analysis, Magic, Research, Public relations, Strategy, Travel, Design, Forecasting, Project management, Twitter, Recruitment, Researching",Bachelor of Science
30642458.pdf,PUBLIC-RELATIONS,"Editing, Reports, Spreadsheets, Presentations, Excel, Schedule, Writing, Requests, Operations, Reporting, Sales, Correspondence, Testing, Broadcast, Inventory, Filing, Windows, Coding, Invoices, Word, Brand, Email, Outreach, Research, Public relations, Training, Billing, Travel, System, Pr, Security","Bachelor of Science 2004 Skidmore College GPA: Cum Laude Graduated with Departmental Honors, Master of Arts"
37087371.pdf,PUBLIC-RELATIONS,"Marketing, Plan, Drafting, French, Communication, Writing, Photography, Sales, Advertising, International, Administration, English, Positioning, Presentation, Change management, Brand, Certification, Budget, Swot analysis, Analysis, Intranet, Research, Public relations, Strategy, Travel, Spanish","Bachelor of Science , Marketing, Master of Science, Bachelor of Science , Marketing Communications, Master of Science , Communication"
42332765.pdf,PUBLIC-RELATIONS,"Editing, Recruit, Marketing, Presentations, C, Excel, Communication, Distribution, Reporting, Sales, Healthcare, Broadcast, Advertising, Metrics, Engagement, Marketing programs, Branding, Administration, Technical, Database, Word, Brand, Responses, Budget, Analysis, Editorial, Client relationships, Research, Product management, Public relations, Strategy, Hotel, System, Design, Powerpoint","Bachelor of Science , Hotel Administration Whittemore School of Business"
25810233.pdf,SALES,"Marketing, Documentation, Sales management, Partnerships, Programming, Communication, Operations, Sales, Advertising, Inventory, Newspaper, Retail, Administration, Contracts, Vendors, Brand, Mobile, Research, Merchant, Design, Marketing plans",MBA
37792474.pdf,SALES,"Proposal, Construction, Reports, Engineering, Documentation, Regulations, Rfp, C, Green, Communication, Requests, Procurement, Sales, Specifications, Test plans, Technical, Contracts, Vendors, Installation, Schedules, Acquisition, Certification, Safety, Budget, Analysis, Research, Training, Design, System, Project management, Conversion","Bachelor of Science , Mechanical Engineering Lehigh University Mechanical Engineering"
55104715.pdf,SALES,"Marketing, Plan, Internal communications, Sql, Communication, Distribution, Sales, Business development, Advertising, Consulting, Tv, International, Finance, Administration, English, Presentation, Business plans, Acquisition, Mining, German, Analysis, Research, Project management, Spanish",Master of Science
11943065.pdf,TEACHER,"Safety, Teaching, Microsoft office, Mathematics, Plan, Training, Testing, Improvement, Supervising, Cpr, Certification, Policies","Masters of Arts, Bachelor of Arts : Sociology"
12467531.pdf,TEACHER,"Teaching, Process, Mathematics, Plan, Analytics, Drafting, Partnerships, Programming, Excel, Internal communications, Policies, Psychology, Operations, Reporting, Correspondence, Engagement, Scheduling, Contracts, Adobe, Social media, Mobile, Analysis, Research, Design, System, Photoshop, Security","Bachelor of Arts : Psychology , 2003"
12587973.pdf,TEACHER,"Teaching, Recruit, Reports, Marketing, Process, Business strategy, Acquisitions, Regulations, Presentations, Sales goals, Policies, Website, Communication, Psychology, Writing, Budgeting, Operations, Sales, Retention, Negotiation, English, Quality assurance, Contracts, Database, Improvement, Certification, Process improvement, Outreach, Payroll, Account management, Training, Legal, Strategy, Spanish, Customer service, Recruitment, Security",Bachelor of Arts : Psychology minnor on Child Development
13330982.pdf,TEACHER,"Fitness, Process, Health, Plan, System, Partnership, Cpr, Safety",Bachelor of Arts : Earth Science Teacher
15850434.pdf,TEACHER,"Writing, Teaching, Reports, Protocols, English, Data collection, Training, Design, Certification, Communication","Bachelors Degree : 1998 
Eastern University"
16270906.pdf,TEACHER,"Reports, Health, Process, Transactions, Plan, Regulations, Spreadsheets, Aviation, Green, Reconcile, Expenses, Compliance, Policies, Deposits, Requests, Budgeting, Purchase orders, Distribution, Operations, Procurement, Sales, Analyze, Supply chain, Healthcare, Retention, Retail, Access, Accounting, Finance, Auditing, Administration, Invoices, Contracts, Vendors, Database, Email, Payments, Money, Budget, Analysis, Data entry, Research, Billing, Legal, Travel, Supervisor, System, Purchasing, Reconciliation, Customer service, Audit, Researching","Bachelors of Arts : Business Administration CONCORDIA UNIVERSITY ï¼​ City , State , US CONCORDIA UNIVERSITY, AUSTIN, Bachelors of Arts in Business Administration"
20399718.pdf,TEACHER,"Writing, Reports, Technical, Analysis, English, Status reports, Testing, Consulting, Compliance, Communication","Bachelor of Arts degree, Master of Science degree : Education Education, Master of Science degree"
22632070.pdf,TEACHER,"Math, Teaching, Sports, Administration, English, Plan, Regulations, Training, Economics, Design, Improvement","Bachelor of Science, Master of Arts, Masters of Arts : Education"
27126818.pdf,TEACHER,"Teaching, Reports, Documentation, Ordering, Plan, Economics, Presentations, Communication, Schedule, Writing, Operations, Inventory, Filing, Spark, Access, International, Scheduling, Presentation, Responses, Certification, Safety, Interactive, Research, Training, System","Master of Arts : Curriculum Instruction , 2008 
Nova Southeastern University, Bachelor of Science, Master of Arts"
27524018.pdf,TEACHER,"Teaching, Recruit, Health, Plan, Regulations, Transport, Sanitize, Policies, Schedule, Investigate, Inventory, Administration, Scheduling, Transportation, Safety, Time management, Money, Fitness, Training, Payments, Customer service, Security",Master of Arts
27798860.pdf,TEACHER,"Gis, Teaching, Construction, Math, Reports, Wordpress, Engineering, Process, Mathematics, Plan, Presentations, Drafting, Android, Excel, Autocad, Programming, Compliance, Communication, Budgeting, Specifications, Pharmaceutical, Quality control, Solidworks, Retention, Engagement, Product knowledge, Lighting, Access, Html, Analytical, Technical, Microsoft office, Scheduling, Windows, Troubleshooting, Database, Electrical, Word, Adobe, Css, Schedules, Cad, Certification, Networking, Analysis, Mechanical engineering, Training, Supervisor, Design, System, Photoshop","Bachelor of Science : Mechanical Engineering 05/2000 The University of Texas City, Master of Education"
28086303.pdf,TEACHER,"Schedule, Teaching, Interactive, Access, Budget, Math, Writing, Plan, Coaching, Training, Visual, Engagement, Communication",BACHELOR OF ARTS College of Staten Island ï¼​ State
28642819.pdf,TEACHER,"Teaching, Reports, Process, Health, Plan, Ordering, Cpr, Communication, Psychology, Investigate, Access, Administration, English, Database, Safety, Interactive, Training, Legal, System, Spanish","Bachelor of Science , Psychology College of Staten Island ï¼​ City , State
Certifications

CPR and First Aid"
29930479.pdf,TEACHER,"Teaching, Certification, Microsoft word, Word, Testing, Presentations, Excel, Powerpoint","of Science in Education & Special Education, Masters of Science : Education & Special Education Touro College ï¼​ City"
32067700.pdf,TEACHER,"Psychology, Math, Teaching, Hospitality, Requests, English, Health, Sales, Specifications, Improvement, Safety, Communication","Bachelor of Arts : English, Psychology"
34745915.pdf,TEACHER,"Interactive, Teaching, Microsoft office, Technical, Process, Policies, Transactions, Sales, Analytics, Beverage, Brand, Purchasing, Inventory, Seo, Security",Minor in Anthropology
58105060.pdf,TEACHER,"Math, Teaching, Mathematics, Plan, Quickbooks, Presentations, Excel, Deposits, Schedule, Testing, Phone calls, English, Electrical, Word, Interactive, Video, Billing, Purchasing, Customer service, Powerpoint",Master of Arts
58665241.pdf,TEACHER,"Psychology, Teaching, Writing, International, Administration, English, Research, Training, Word, Presentations, Testing, Content, Certification, Policies","Bachelor of Science , Education/English 1993 Southern CT State University"
76196367.pdf,TEACHER,"Proposal, Math, Teaching, Mathematics, Event planning, Presentations, Content, Programming, Policies, Website, Writing, Reporting, Usability, Testing, Metrics, Instructional design, Improvement, Responses, Outreach, Analysis, Research, Design",Master of Education
